id,short_title,long_title,act_number,act_year,enact_date,enforcement_date,jurisdiction,ministry,department,section_count,in_force,unit
uttar-pradesh-reorganisation-act-2000,"The Uttar Pradesh Reorganisation Act, 2000",An Act to provide for the reorganisation of the existing State of Uttar Pradesh and for matters connected therewith.,29,2000,2000-08-25,2000-11-09,CENTRAL,Ministry of Home Affairs,Department of States,94,1,section
uttar-pradesh-repealing-act-2004,"The Uttar Pradesh Repealing Act, 2004",,32,2004,2004-12-27,2004-12-27,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-repealing-act-2017,"The Uttar Pradesh Repealing Act, 2017",,10,2018,2018-01-06,,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-repealing-act-2018,"The Uttar Pradesh Repealing Act, 2018",,39,2018,2018-09-10,,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-repealing-act-2020,"The Uttar Pradesh Repealing Act, 2020",,31,2020,2020-08-31,,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-repealing-act-2021,"The Uttar Pradesh Repealing Act, 2021",,10,2021,2021-03-09,,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-repealing-act-2022,"The Uttar Pradesh Repealing Act, 2022","THE UTTAR PRADESH REPEALING ACT, 2022",18,2022,2022-12-13,,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-repealing-act-2025,"The Uttar Pradesh Repealing Act, 2025",,5,2025,2025-08-21,,Uttar Pradesh,,Vidhai,4,1,section
uttar-pradesh-revenue-code-2006,Uttar Pradesh Revenue Code-2006,Uttar Pradesh Revenue Code-2006,8,2012,2016-02-11,,Uttar Pradesh,,Revenue,240,1,section
uttar-pradesh-rural-abadi-records-act-2025,"The Uttar Pradesh Rural Abadi Records Act, 2025",,4,2026,2026-01-02,,Uttar Pradesh,,Revenue,22,1,section
uttar-pradesh-rural-housing-board-act-1983,"The Uttar Pradesh Rural Housing Board Act, 1983",,27,1983,1982-07-01,,Uttar Pradesh,,Rural Development,67,1,section
uttar-pradesh-safai-mazdoors-protection-act-1976,"Uttar Pradesh Safai Mazdoors Protection Act, 1976","THE UTTAR PRADESH SAFAI MAZDOORS PROTECTION ACT, 1976",46,1976,1976-11-22,,Uttar Pradesh,,Urban development,3,1,section
uttar-pradesh-second-repealing-act-2021,"The Uttar Pradesh (Second) Repealing Act, 2021",,20,2021,2021-08-04,2021-08-24,Uttar Pradesh,,Vidhai,4,1,section
uttar-pradesh-self-financed-independent-schools-fee-regulation-act,"Uttar Pradesh Self-Financed Independent Schools (Fee Regulation) Act, 2018","Uttar Pradesh Self-Financed Independent Schools (Fee Regulation) (AMENDMENT) Act, 2018",40,2018,2018-09-12,,Uttar Pradesh,,Secondary Education,16,1,section
uttar-pradesh-senior-officer-s-residences-repeal-act,"The Uttar Pradesh Senior Officer's to Residences (Repeal) Act, 2007",,36,2007,2007-11-20,,Uttar Pradesh,,Estate,2,1,section
uttar-pradesh-shanti-suraksha-bal-nirsan-act-1999,"The Uttar Pradesh Shanti Suraksha Bal (Nirsan) Act, 1999",,28,1999,1999-07-28,,Uttar Pradesh,,Home,3,1,section
uttar-pradesh-sheera-niyantran-adhiiniyam-1964,"The Uttar Pradesh Sheera Niyantran Adhiiniyam, 1964",THE UTTAR PRADESH SHEERA NIYANTRAN ADHINIYAM 1964,24,1964,1964-11-09,,Uttar Pradesh,,Excise,26,1,section
uttar-pradesh-shree-ayodhya-jee-teerth-vikas-parishad,The Uttar Pradesh Shree Ayodhya Jee Teerth Vikas Parishad,,23,2023,2024-01-04,,Uttar Pradesh,,Tourism,43,1,section
uttar-pradesh-shree-chitrakoot-dham-teerth-vikas-parishad,"The Uttar Pradesh Shree Chitrakoot Dham Teerth Vikas Parishad Act, 2021",,29,2021,2021-08-24,,Uttar Pradesh,,Tourism,43,1,section
uttar-pradesh-shree-devipatan-dham-teerth-vikas-parishad,The Uttar Pradesh Shree Devipatan Dham Teerth Vikas Parishad,,24,2023,2023-12-08,,Uttar Pradesh,,Tourism,43,1,section
uttar-pradesh-shree-naimisharanya-dham-teerth-vikas-parishad,"The Uttar Pradesh Shree Naimisharanya Dham Teerth Vikas Parishad Act, 2022",,17,2022,2022-12-13,,Uttar Pradesh,,Tourism,43,1,section
uttar-pradesh-shree-shuk-teerth-vikas-parishad-act,"The Uttar Pradesh Shree Shuk Teerth Vikas Parishad Act, 2023",,25,2023,2023-12-08,,Uttar Pradesh,,Tourism,43,1,section
uttar-pradesh-shri-bankey-bihari-ji-temple-trust,"The Uttar Pradesh Shri Bankey Bihari Ji Temple Trust, Act, 2025",,4,2025,2025-08-21,,Uttar Pradesh,,Dharmarth,19,1,section
uttar-pradesh-slum-areas-improvement-clearance-act-1962,"Uttar Pradesh Slum Areas (Improvement and Clearance) Act, 1962","THE U.P. SLUM AREAS (IMPROVEMENT AND CLEARANCE) ACT, 1962",18,1962,1962-12-03,,Uttar Pradesh,,Urban development,41,1,section
uttar-pradesh-special-area-development-authorities-act-1986,"The Uttar Pradesh Special Area Development Authorities Act, 1986","The Uttar Pradesh Special Area Development Authorities Act, 1986",9,1986,1985-10-08,,Uttar Pradesh,,Housing and Urban Planning,53,1,section
uttar-pradesh-special-economic-zone-development-authority-act,"The Uttar Pradesh Special Economic Zone Development Authority Act, 2002",,10,2002,2002-09-07,,Uttar Pradesh,,Small Scale Industries & Export Promotion,23,1,section
uttar-pradesh-special-security-force-act-2020,"The Uttar Pradesh Special Security Force Act, 2020",,27,2020,2020-08-28,,Uttar Pradesh,,Home,19,1,section
uttar-pradesh-sports-registration-recognition-regulation-associations-repeal,"The Uttar Pradesh Sports (Registration, Recognition and Regulation of Associations) (Repeal) Act, 2007",,14,2007,2008-07-18,,Uttar Pradesh,,Sports,3,1,section
uttar-pradesh-sri-kashi-vishwanath-temple-act-1983,"The Uttar Pradesh Sri Kashi Vishwanath Temple Act, 1983",,29,1983,1983-10-12,,Uttar Pradesh,,Dharmarth,47,1,section
uttar-pradesh-stamp-repeal-act-2019,"The Uttar Pradesh Stamp (Repeal) Act, 2019",,10,2019,2019-08-05,,Uttar Pradesh,,Stamp & Registration,2,1,section
uttar-pradesh-state-capital-region-other-regions-development,"The Uttar Pradesh State Capital Region and Other Regions Development Authority Act, 2024",,6,2024,2024-08-06,,Uttar Pradesh,,Housing and Urban Planning,44,1,section
uttar-pradesh-state-cement-corporation-limited-acquisition-shares,"The Uttar Pradesh State Cement Corporation Limited (Acquisition of Shares) Act, 1992",,4,1992,1992-03-09,,Uttar Pradesh,,Infrastructure & Industrial Development,11,1,section
uttar-pradesh-state-commission-backward-classes-act-1996,"The Uttar Pradesh State Commission for Backward Classes Act, 1996",,1,1996,1996-01-05,,Uttar Pradesh,,Backward Welfare,23,1,section
uttar-pradesh-state-commission-women-act-2004,The Uttar Pradesh State commission for Women act 2004,,7,2004,2004-02-27,,Uttar Pradesh,,Women Welfare,20,1,section
uttar-pradesh-state-commission-women-repeal-act-1998,"The Uttar Pradesh State Commission for Women (Repeal) Act, 1998",,6,1998,1998-02-07,,Uttar Pradesh,,Women Welfare,3,1,section
uttar-pradesh-state-commission-women-repeal-act-2000,"The Uttar Pradesh State Commission for Women (Repeal) Act, 2000",,10,2000,2000-01-10,,Uttar Pradesh,,Women Welfare,3,1,section
uttar-pradesh-state-control-over-public-corporation-act,"The Uttar Pradesh State Control over Public Corporation Act, 1975",,41,1975,1975-09-04,,Uttar Pradesh,,Personnel department,2,1,section
uttar-pradesh-state-council-higher-education-act-1995,"The Uttar Pradesh State Council of Higher Education Act, 1995",,22,1995,1995-08-25,,Uttar Pradesh,,Higher Education,28,1,section
uttar-pradesh-state-emblem-prohibition-improper-use-act,"The Uttar Pradesh State Emblem (Prohibition of Improper Use) Act, 2019",,15,2019,2019-08-07,2019-10-02,Uttar Pradesh,,General Administration,12,1,section
uttar-pradesh-state-highways-authority-act-2004,"The Uttar Pradesh State Highways Authority Act, 2004",,19,2004,2004-08-12,,Uttar Pradesh,,Public Works Department,38,1,section
uttar-pradesh-state-industrial-development-corporation-limited-transfer,"The Uttar Pradesh State Industrial Development Corporation Limited (Transfer of Assets and Liabilities) Act, 2018",,34,2018,2018-09-10,,Uttar Pradesh,,Infrastructure & Industrial Development,8,1,section
uttar-pradesh-state-law-commission-repeal-act-2007,"The Uttar Pradesh State Law Commission (Repeal) Act, 2007",,20,2007,2007-08-03,,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-state-law-commission-repeal-act-2012,"The Uttar Pradesh State Law Commission (Repeal) Act, 2012",,7,2013,2013-03-28,,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-state-legislature-members-emoluments-pension-act,The Uttar Pradesh State Legislature (Members' Emoluments and Pension ) Act 1980,"THE UTTAR PRADESH STATE LEGISLATURE (MEMBERS EMOLUMENTS AND PENSION) ACT, 1980",23,1980,1980-10-25,,Uttar Pradesh,,Parliamentary Affairs,38,1,section
uttar-pradesh-state-legislature-officers-salaries-allowances-act,"The Uttar Pradesh State Legislature (Officers' Salaries and Allowances) Act, 1952","THE UTTAR PRADESH STATE LEGISLATURE (OFFICERS' SALARIES AND ALLOWANCES) ACT, 1952",11,1952,1952-06-07,,Uttar Pradesh,,Parliamentary Affairs,10,1,section
uttar-pradesh-state-legislature-prevention-disqualification-act-1971,"The Uttar Pradesh State Legislature (Prevention of Disqualification) Act, 1971",,15,1971,1971-07-19,,Uttar Pradesh,,Parliamentary Affairs,4,1,section
uttar-pradesh-state-legislature-proceedings-protection-publication-act,"The Uttar Pradesh State Legislature Proceedings (Protection of Publication) Act, 1977",,10,1977,1977-07-26,,Uttar Pradesh,,Parliamentary Affairs,5,1,section
uttar-pradesh-state-legislature-proceedings-protection-publication-repeal,"The Uttar Pradesh State Legislature Proceedings (Protection of Publication) (Repeal) Act, 1976",,9,1976,1976-04-17,,Uttar Pradesh,,Parliamentary Affairs,2,1,section
uttar-pradesh-state-legislature-residences-officers-leaders-opposition,"The Uttar Pradesh State Legislature (Residences of the Officers and Leaders of Opposition) (Repeal) Act, 2007",,13,2007,2007-07-16,,Uttar Pradesh,,Estate,3,1,section
uttar-pradesh-state-open-school-board-act-2008,"The Uttar Pradesh State Open School Board Act, 2008",,27,2008,2008-08-29,,Uttar Pradesh,,Secondary Education,44,1,section
uttar-pradesh-state-public-service-commission-regulation-procedure,"The Uttar Pradesh State Public Service Commission (Regulation of Procedure) Act, 1985",,23,1985,1985-08-23,,Uttar Pradesh,,Personnel department,14,1,section
uttar-pradesh-state-road-transport-corporation-employees-other,Uttar Pradesh State Road Transport Corporation Employees (Other Than Officers) (Appointing Authorities) Act 1987,"THE UTTAR PRADESH STATE ROAD TRANSPORT CORPORATION EMPLOYEES (OTHER THAN OFFICERS) (APPOINTING AUTHORITIES) ACT, 1987 (U.P. Act No. 15 of 1987)",15,1987,1987-07-29,,Uttar Pradesh,,Transport,5,1,section
uttar-pradesh-state-sports-university-act-2021,"The Uttar Pradesh State Sports University Act, 2021","The Uttar Pradesh State Sports University Act, 2021",8,2021,2021-07-29,,Uttar Pradesh,,Sports,54,1,section
uttar-pradesh-state-universities-act-1973,"The Uttar Pradesh State Universities Act, 1973",,10,1973,1973-09-02,,Uttar Pradesh,,Higher Education,109,1,section
uttar-pradesh-state-universities-valdation-appointments-act-1984,The Uttar Pradesh State Universities (Valdation of Appointments). Act 1984,,18,1984,1984-10-01,,Uttar Pradesh,,Higher Education,3,1,section
uttar-pradesh-sthaniya-nikaya-alpkalik-vyavastha-adhiniyam-1963,"Uttar Pradesh Sthaniya Nikaya (Alpkalik Vyavastha) Adhiniyam, 1963",,22,1963,1963-10-23,,Uttar Pradesh,,Urban development,5,1,section
uttar-pradesh-storage-requisition-act-1955,"The Uttar Pradesh Storage Requisition Act, 1955",,21,1955,1955-10-24,,Uttar Pradesh,,Horticulture,16,1,section
uttar-pradesh-storage-requisition-continuance-act-1971,"The Uttar Pradesh Storage Requisition (Continuance) Act, 1971",,22,1971,1971-08-22,,Uttar Pradesh,,Horticulture,3,1,section
uttar-pradesh-subordinate-services-selection-commission-act-2014,The Uttar Pradesh Subordinate Services Selection Commission Act.2014,,20,2014,2014-12-04,,Uttar Pradesh,,Personnel department,25,1,section
uttar-pradesh-subordinate-services-selection-commission-repeal-act,"The Uttar Pradesh Subordinate Services Selection Commission (Repeal) Act, 2007",,21,2007,2007-08-03,,Uttar Pradesh,,Personnel department,3,1,section
uttar-pradesh-subordinate-services-selection-commission-repeal-act-uttar-pradesh,"The Uttar Pradesh Subordinate Services Selection Commission (Repeal) Act, 1998",,5,1998,1998-02-07,,Uttar Pradesh,,Personnel department,3,1,section
uttar-pradesh-sugar-undertakings-acquisition-act-1971,"The Uttar Pradesh Sugar Undertakings (Acquisition) Act, 1971","THE UTTAR PRADESH SUGAR UNDERTAKINGS (ACQUISITION) ACT, 1971",23,1971,1971-07-03,,Uttar Pradesh,,Cane Development,27,1,section
uttar-pradesh-sugarcane-cess-repeal-act-2025,"The Uttar Pradesh Sugarcane Cess (Repeal) Act, 2025",,3,2026,2026-01-02,,Uttar Pradesh,,Cane Development,2,1,section
uttar-pradesh-taj-economic-zone-development-authority-act,"The Uttar Pradesh Taj Economic Zone Development Authority Act, 2002","THE UTTAR PRADESH TAJ ECONOMIC ZONE DEVELOPMENT AUTHORITY ACT, 2002",13,2002,2002-07-04,,Uttar Pradesh,,Civil Aviation,22,1,section
uttar-pradesh-technical-university-act-2000-u-p,"The Uttar Pradesh Technical University Act, 2000 (U.P. Act No. 23 of 2000)",,23,2000,2000-05-08,,Uttar Pradesh,,Technical Education,47,1,section
uttar-pradesh-tendu-patta-vyapar-viniyaman-adhiniyam-1972,"The Uttar Pradesh Tendu Patta (Vyapar Viniyaman) Adhiniyam, 1972",,19,1972,1972-04-25,1972-04-25,Uttar Pradesh,,"Environment,Forest & Climate Change",21,1,section
uttar-pradesh-third-repealing-act-2021,"The Uttar Pradesh (Third) Repealing Act,.2021",,21,2021,2021-08-24,,Uttar Pradesh,,Vidhai,3,1,section
uttar-pradesh-tolls-validation-act-1969,The Uttar Pradesh Tolls Validation Act 1969,,10,1969,1969-09-16,,Uttar Pradesh,,Public Works Department,3,1,section
uttar-pradesh-training-colleges-payment-salaries-teachers-other,"The Uttar Pradesh Training Colleges (Payment of Salaries of Teachers and Other Employees) Act, 1978",,4,1979,1979-01-19,,Uttar Pradesh,,Higher Education,12,1,section
uttar-pradesh-unauthorised-lottery-prevention-act-1995,"The Uttar Pradesh Unauthorised Lottery (Prevention) Act, 1995",,24,1995,1995-08-25,,Uttar Pradesh,,Finance,12,1,section
uttar-pradesh-unauthorised-medical-educational-institutions-prevention-act,"The Uttar Pradesh Unauthorised Medical Educational Institutions (Prevention) Act, 1973",,5,1973,1973-01-22,,Uttar Pradesh,,Medical Education,6,1,section
uttar-pradesh-universities-provisions-regarding-conduct-examinations-act,"The Uttar Pradesh Universities (Provisions Regarding Conduct of Examinations) Act, 1965",,24,1965,1965-11-24,,Uttar Pradesh,,Higher Education,4,1,section
uttar-pradesh-universities-re-enactment-amendment-act-1974,"The Uttar Pradesh Universities (Re-Enactment and Amendment) Act, 1974",,29,1974,1974-09-25,,Uttar Pradesh,,Higher Education,28,1,section
uttar-pradesh-university-medical-sciences-saifai-etawah,"Uttar Pradesh University of Medical Sciences Saifai,etawah",,15,2016,2016-05-17,,Uttar Pradesh,,Medical Education,51,1,section
uttar-pradesh-upahar-vastu-adhiniyam-1970,"The Uttar Pradesh Upahar Vastu Adhiniyam, 1970",,18,1970,1970-05-22,,Uttar Pradesh,,State tax,7,1,section
uttar-pradesh-urban-development-authorities-toll-act-1976,"Uttar Pradesh Urban Development Authorities (Toll) Act, 1976","THE UTTAR PRADESH URBAN DEVELOPMENT AUTHORITIES (TOLL) ACT, 1976",48,1976,1976-11-23,,Uttar Pradesh,,Urban development,4,1,section
uttar-pradesh-urban-planning-amp-development-act--,"The Uttar Pradesh Urban Planning &amp; Development Act,- 1973","The Uttar Pradesh Urban Planning & Development Act,- 1973 (President's Act No. 11 of 1973)",11,1973,1973-06-12,,Uttar Pradesh,,Housing and Urban Planning,74,1,section
uttar-pradesh-value-added-tax-act-2008,"The Uttar Pradesh Value Added Tax Act , 2008",,5,2008,2008-01-01,,Uttar Pradesh,,State tax,85,1,section
uttar-pradesh-vigilance-establishment-act-1965,The Uttar Pradesh Vigilance Establishment Act 1965,,7,1965,1965-03-20,,Uttar Pradesh,,Vigilance,5,1,section
uttar-pradesh-vindhya-dham-teerth-vikas-parishad-act,"The Uttar Pradesh Vindhya Dham Teerth Vikas Parishad Act, 2021",,28,2021,2021-08-24,,Uttar Pradesh,,Tourism,43,1,section
uttar-pradesh-vocational-education-training-repeal-act-2014,"The Uttar Pradesh Vocational Education and Training (Repeal) Act, 2014",,6,2014,2014-03-04,,Uttar Pradesh,,Vocational Education & Skill Development,2,1,section
uttar-pradesh-vrihat-jot-kar-nirsan-adhiniyam-1979,"The Uttar Pradesh Vrihat Jot-Kar (Nirsan) Adhiniyam, 1979",,31,1979,1979-09-14,,Uttar Pradesh,,Revenue,4,1,section
uttar-pradesh-vritti-vyapar-ajivika-aur-sevayojan-kar,"The Uttar Pradesh Vritti, Vyapar, Ajivika Aur Sevayojan Kar (Nirasan) Adhiniyam, 1970",,36,1970,1970-12-30,,Uttar Pradesh,,State tax,2,1,section
uttar-pradesh-warehouse-act-1958,"The Uttar Pradesh Warehouse Act, 1958",,3,1959,1959-02-19,,Uttar Pradesh,,Food & Civil Supplies,42,1,section
uttar-pradesh-water-management-regulatory-commission-repeal-act,"The Uttar Pradesh Water Management and Regulatory Commission (Repeal) Act, 2012",,8,2013,2013-03-28,,Uttar Pradesh,,Irrigation & Water Resources,3,1,section
uttar-pradesh-water-supply-sewerage-act-1975,"The Uttar Pradesh Water Supply and Sewerage Act, 1975","THE UTTAR PRADESH WATER SUPPLY AND SEWERAGE ACT, 1975",43,1975,1975-09-08,,Uttar Pradesh,,Urban development,107,1,section
uttar-pradesh-zila-parishads-alpaicalik-v-yavastili-adhini,"The Uttar Pradesh Zila Parishads (Alpaicalik V Yavastili) Adhini Yam, 1977",,15,1977,1977-10-07,,Uttar Pradesh,,Panchayati Raj,4,1,section
uttar-rpadesh-area-development-act-1976,"The Uttar Rpadesh Area Development Act, 1976","The Uttar Pradesh Area Development Act, 1976",51,1976,1976-11-23,,Uttar Pradesh,,Irrigation & Water Resources,59,1,section
uttarakhand-agricultural-produce-marketing-development-regulation-act-2011,"The Uttarakhand Agricultural Produce Marketing (Development and Regulation) Act, 2011",,9,2011,2011-04-18,,Uttarakhand,,DEPARTMENT OF AGRICULTURE AND FARMER WELFARE,96,1,section
uttarakhand-audit-act-2012,"The Uttarakhand Audit Act, 2012",,2,2012,,,Uttarakhand,,DEPARTMENT OF FINANCE,21,1,section
uttarakhand-boving-breeding-act,The Uttarakhand Boving Breeding Act,,19,2018,2018-04-17,,Uttarakhand,,DEPARTMENT OF ANIMAL HUSBANDRY,31,1,section
uttarakhand-cess-act-2015,"The Uttarakhand Cess Act, 2015",,23,2015,2015-11-17,,Uttarakhand,,DEPARTMENT OF FINANCE,13,1,section
uttarakhand-co-operative-societies-act-2003,"The Uttarakhand Co-operative Societies Act, 2003",,5,2003,2003-05-21,,Uttarakhand,,DEPARTMENT OF COOPERATIVES,5,1,section
uttarakhand-compulsory-registration-marriage-act,"The Uttarakhand Compulsory Registration of Marriage Act,",,19,2010,2010-03-26,,Uttarakhand,,DEPARTMENT OF FINANCE,19,1,section
uttarakhand-deveplopment-board-act,Uttarakhand Deveplopment Board Act,UTTARAKHAND TOURISM DEVEPLOPMENT BOARD ACT,12,2001,2001-11-28,,Uttarakhand,,DEPARTMENT OF TOURISM,21,1,section
uttarakhand-disaster-mitigation-management-prevention-act,Uttarakhand Disaster Mitigation Management and Prevention act,,29,2005,2005-11-11,,Uttarakhand,,DEPARTMENT OF DISASTER MANAGEMENT,40,1,section
uttarakhand-district-planning-committee-act-2007,"The Uttarakhand District Planning Committee Act, 2007",,4,2007,2007-07-13,,Uttarakhand,,DEPARTMENT OF PANCHAYATI RAJ,1,1,section
